geography,count,total,commutingType,id
E07000092,26669,53018,Driving a car or van,1294
E07000092,2514,53018,Passenger in a car or van,1295
E07000092,903,53018,Bicycle,1296
E07000092,3835,53018,On foot,1297
E07000092,558,53018,Other method of travel to work,1298
E07000093,23856,65866,Work mainly at or from home,1299
E07000093,33,65866,"Underground, metro, light rail, tram",1300
E07000093,510,65866,Train,1301
E07000093,570,65866,"Bus, minibus or coach",1302
E07000093,247,65866,Taxi,1303
E07000093,256,65866,"Motorcycle, scooter or moped",1304
E07000093,31784,65866,Driving a car or van,1305
E07000093,2418,65866,Passenger in a car or van,1306
E07000093,1102,65866,Bicycle,1307
E07000093,4528,65866,On foot,1308
E07000093,562,65866,Other method of travel to work,1309
E07000094,26249,60573,Work mainly at or from home,1310
E07000094,61,60573,"Underground, metro, light rail, tram",1311
E07000094,578,60573,Train,1312
E07000094,865,60573,"Bus, minibus or coach",1313
E07000094,106,60573,Taxi,1314
E07000094,219,60573,"Motorcycle, scooter or moped",1315
E07000094,24217,60573,Driving a car or van,1316
E07000094,1628,60573,Passenger in a car or van,1317
E07000094,802,60573,Bicycle,1318
E07000094,5324,60573,On foot,1319
E07000094,524,60573,Other method of travel to work,1320
E07000095,14218,48305,Work mainly at or from home,1321
E07000095,977,48305,"Underground, metro, light rail, tram",1322
E07000095,2608,48305,Train,1323
E07000095,997,48305,"Bus, minibus or coach",1324
E07000095,314,48305,Taxi,1325
E07000095,234,48305,"Motorcycle, scooter or moped",1326
E07000095,23586,48305,Driving a car or van,1327
E07000095,1613,48305,Passenger in a car or van,1328
E07000095,518,48305,Bicycle,1329
E07000095,2686,48305,On foot,1330
E07000095,554,48305,Other method of travel to work,1331
E07000096,30226,77198,Work mainly at or from home,1332
E07000096,279,77198,"Underground, metro, light rail, tram",1333
E07000096,1640,77198,Train,1334
E07000096,1042,77198,"Bus, minibus or coach",1335
E07000096,390,77198,Taxi,1336
E07000096,302,77198,"Motorcycle, scooter or moped",1337
E07000096,34277,77198,Driving a car or van,1338
E07000096,2463,77198,Passenger in a car or van,1339
E07000096,605,77198,Bicycle,1340
E07000096,5279,77198,On foot,1341
E07000096,695,77198,Other method of travel to work,1342
E07000098,21051,52766,Work mainly at or from home,1343
E07000098,1310,52766,"Underground, metro, light rail, tram",1344
E07000098,1999,52766,Train,1345
E07000098,1509,52766,"Bus, minibus or coach",1346
E07000098,269,52766,Taxi,1347
E07000098,234,52766,"Motorcycle, scooter or moped",1348
E07000098,21164,52766,Driving a car or van,1349
E07000098,1314,52766,Passenger in a car or van,1350
E07000098,357,52766,Bicycle,1351
E07000098,2974,52766,On foot,1352
E07000098,585,52766,Other method of travel to work,1353
E07000099,28689,67157,Work mainly at or from home,1354
E07000099,113,67157,"Underground, metro, light rail, tram",1355
E07000099,2442,67157,Train,1356
E07000099,457,67157,"Bus, minibus or coach",1357
E07000099,159,67157,Taxi,1358
E07000099,211,67157,"Motorcycle, scooter or moped",1359
E07000099,27107,67157,Driving a car or van,1360
E07000099,2061,67157,Passenger in a car or van,1361
E07000099,875,67157,Bicycle,1362
E07000099,4567,67157,On foot,1363
E07000099,476,67157,Other method of travel to work,1364
E07000102,19608,46949,Work mainly at or from home,1365
E07000102,1698,46949,"Underground, metro, light rail, tram",1366
E07000102,1101,46949,Train,1367
E07000102,491,46949,"Bus, minibus or coach",1368
E07000102,153,46949,Taxi,1369
E07000102,165,46949,"Motorcycle, scooter or moped",1370
E07000102,19817,46949,Driving a car or van,1371
E07000102,1170,46949,Passenger in a car or van,1372
E07000102,403,46949,Bicycle,1373
E07000102,1948,46949,On foot,1374
E07000102,395,46949,Other method of travel to work,1375
E07000103,17899,52861,Work mainly at or from home,1376
E07000103,1547,52861,"Underground, metro, light rail, tram",1377
E07000103,1872,52861,Train,1378
E07000103,1636,52861,"Bus, minibus or coach",1379
E07000103,312,52861,Taxi,1380
E07000103,258,52861,"Motorcycle, scooter or moped",1381
E07000103,19958,52861,Driving a car or van,1382
E07000103,1620,52861,Passenger in a car or van,1383
E07000103,996,52861,Bicycle,1384
E07000103,6181,52861,On foot,1385
E07000103,582,52861,Other method of travel to work,1386
E07000105,19120,63614,Work mainly at or from home,1387
E07000105,83,63614,"Underground, metro, light rail, tram",1388
E07000105,1575,63614,Train,1389
E07000105,1177,63614,"Bus, minibus or coach",1390
E07000105,152,63614,Taxi,1391
E07000105,221,63614,"Motorcycle, scooter or moped",1392
E07000105,32389,63614,Driving a car or van,1393
E07000105,2552,63614,Passenger in a car or van,1394
E07000105,1186,63614,Bicycle,1395
E07000105,4533,63614,On foot,1396
E07000105,626,63614,Other method of travel to work,1397
E07000106,20109,66165,Work mainly at or from home,1398
E07000106,105,66165,"Underground, metro, light rail, tram",1399
E07000106,1537,66165,Train,1400
E07000106,1906,66165,"Bus, minibus or coach",1401
E07000106,210,66165,Taxi,1402
E07000106,259,66165,"Motorcycle, scooter or moped",1403
E07000106,30603,66165,Driving a car or van,1404
E07000106,2493,66165,Passenger in a car or van,1405
E07000106,1105,66165,Bicycle,1406
E07000106,7145,66165,On foot,1407
E07000106,693,66165,Other method of travel to work,1408
E07000107,18217,58824,Work mainly at or from home,1409
E07000107,475,58824,"Underground, metro, light rail, tram",1410
E07000107,4573,58824,Train,1411
E07000107,1963,58824,"Bus, minibus or coach",1412
E07000107,394,58824,Taxi,1413
E07000107,429,58824,"Motorcycle, scooter or moped",1414
E07000107,26492,58824,Driving a car or van,1415
E07000107,1904,58824,Passenger in a car or van,1416
E07000107,532,58824,Bicycle,1417
E07000107,3262,58824,On foot,1418
E07000107,583,58824,Other method of travel to work,1419
E07000108,12291,50926,Work mainly at or from home,1420
E07000108,52,50926,"Underground, metro, light rail, tram",1421
E07000108,1023,50926,Train,1422
E07000108,1100,50926,"Bus, minibus or coach",1423
E07000108,264,50926,Taxi,1424
E07000108,264,50926,"Motorcycle, scooter or moped",1425
E07000108,27830,50926,Driving a car or van,1426
E07000108,2344,50926,Passenger in a car or van,1427
E07000108,674,50926,Bicycle,1428
E07000108,4462,50926,On foot,1429
E07000108,622,50926,Other method of travel to work,1430
E07000109,13037,49761,Work mainly at or from home,1431
E07000109,203,49761,"Underground, metro, light rail, tram",1432
E07000109,2655,49761,Train,1433
E07000109,1665,49761,"Bus, minibus or coach",1434
E07000109,224,49761,Taxi,1435
E07000109,344,49761,"Motorcycle, scooter or moped",1436
E07000109,24799,49761,Driving a car or van,1437
E07000109,2591,49761,Passenger in a car or van,1438
E07000109,405,49761,Bicycle,1439
E07000109,3264,49761,On foot,1440
E07000109,574,49761,Other method of travel to work,1441
E07000110,26842,86406,Work mainly at or from home,1442
E07000110,108,86406,"Underground, metro, light rail, tram",1443
E07000110,2239,86406,Train,1444
E07000110,1583,86406,"Bus, minibus or coach",1445
E07000110,259,86406,Taxi,1446
E07000110,308,86406,"Motorcycle, scooter or moped",1447
E07000110,43325,86406,Driving a car or van,1448
E07000110,3414,86406,Passenger in a car or van,1449
E07000110,800,86406,Bicycle,1450
E07000110,6631,86406,On foot,1451
E07000110,897,86406,Other method of travel to work,1452
E07000111,23775,56383,Work mainly at or from home,1453
E07000111,161,56383,"Underground, metro, light rail, tram",1454
E07000111,3063,56383,Train,1455
E07000111,441,56383,"Bus, minibus or coach",1456
E07000111,140,56383,Taxi,1457
E07000111,303,56383,"Motorcycle, scooter or moped",1458
E07000111,23224,56383,Driving a car or van,1459
E07000111,1522,56383,Passenger in a car or van,1460
E07000111,289,56383,Bicycle,1461
E07000111,2959,56383,On foot,1462
E07000111,506,56383,Other method of travel to work,1463
E07000112,13770,47819,Work mainly at or from home,1464
E07000112,40,47819,"Underground, metro, light rail, tram",1465
E07000112,932,47819,Train,1466
E07000112,1319,47819,"Bus, minibus or coach",1467
E07000112,256,47819,Taxi,1468
E07000112,198,47819,"Motorcycle, scooter or moped",1469
E07000112,23922,47819,Driving a car or van,1470
E07000112,1932,47819,Passenger in a car or van,1471
E07000112,538,47819,Bicycle,1472
E07000112,4360,47819,On foot,1473
E07000112,552,47819,Other method of travel to work,1474
E07000113,17587,69202,Work mainly at or from home,1475
E07000113,73,69202,"Underground, metro, light rail, tram",1476
E07000113,2200,69202,Train,1477
E07000113,477,69202,"Bus, minibus or coach",1478
E07000113,214,69202,Taxi,1479
E07000113,387,69202,"Motorcycle, scooter or moped",1480
E07000113,37930,69202,Driving a car or van,1481
E07000113,2990,69202,Passenger in a car or van,1482
E07000113,935,69202,Bicycle,1483
E07000113,5725,69202,On foot,1484
E07000113,684,69202,Other method of travel to work,1485
E07000114,14408,59188,Work mainly at or from home,1486
E07000114,72,59188,"Underground, metro, light rail, tram",1487
E07000114,1448,59188,Train,1488
E07000114,2076,59188,"Bus, minibus or coach",1489
E07000114,561,59188,Taxi,1490
E07000114,362,59188,"Motorcycle, scooter or moped",1491
E07000114,29473,59188,Driving a car or van,1492
E07000114,3166,59188,Passenger in a car or van,1493
E07000114,1194,59188,Bicycle,1494
E07000114,5787,59188,On foot,1495
E07000114,641,59188,Other method of travel to work,1496
E07000115,23812,64429,Work mainly at or from home,1497
E07000115,78,64429,"Underground, metro, light rail, tram",1498
E07000115,2200,64429,Train,1499
E07000115,603,64429,"Bus, minibus or coach",1500
E07000115,123,64429,Taxi,1501
E07000115,283,64429,"Motorcycle, scooter or moped",1502
E07000115,30531,64429,Driving a car or van,1503
E07000115,1984,64429,Passenger in a car or van,1504
E07000115,564,64429,Bicycle,1505
E07000115,3712,64429,On foot,1506
E07000115,539,64429,Other method of travel to work,1507
E07000116,23633,55900,Work mainly at or from home,1508
E07000116,67,55900,"Underground, metro, light rail, tram",1509
E07000116,1724,55900,Train,1510
E07000116,835,55900,"Bus, minibus or coach",1511
E07000116,130,55900,Taxi,1512
E07000116,192,55900,"Motorcycle, scooter or moped",1513
E07000116,21856,55900,Driving a car or van,1514
E07000116,1629,55900,Passenger in a car or van,1515
E07000116,506,55900,Bicycle,1516
E07000116,4855,55900,On foot,1517
E07000116,473,55900,Other method of travel to work,1518
E07000117,6738,40032,Work mainly at or from home,1519
E07000117,16,40032,"Underground, metro, light rail, tram",1520
E07000117,193,40032,Train,1521
E07000117,1631,40032,"Bus, minibus or coach",1522
E07000117,1143,40032,Taxi,1523
E07000117,112,40032,"Motorcycle, scooter or moped",1524
E07000117,22418,40032,Driving a car or van,1525
E07000117,2568,40032,Passenger in a car or van,1526
E07000117,403,40032,Bicycle,1527
E07000117,4434,40032,On foot,1528
E07000117,376,40032,Other method of travel to work,1529
E07000118,16580,57245,Work mainly at or from home,1530
E07000118,27,57245,"Underground, metro, light rail, tram",1531
E07000118,479,57245,Train,1532
E07000118,889,57245,"Bus, minibus or coach",1533
E07000118,188,57245,Taxi,1534
E07000118,182,57245,"Motorcycle, scooter or moped",1535
E07000118,31980,57245,Driving a car or van,1536
E07000118,2357,57245,Passenger in a car or van,1537
E07000118,634,57245,Bicycle,1538
E07000118,3465,57245,On foot,1539
E07000118,464,57245,Other method of travel to work,1540
E07000119,11361,35716,Work mainly at or from home,1541
E07000119,31,35716,"Underground, metro, light rail, tram",1542
E07000119,176,35716,Train,1543
E07000119,793,35716,"Bus, minibus or coach",1544
E07000119,159,35716,Taxi,1545
E07000119,116,35716,"Motorcycle, scooter or moped",1546
E07000119,18312,35716,Driving a car or van,1547
E07000119,1312,35716,Passenger in a car or van,1548
E07000119,535,35716,Bicycle,1549
E07000119,2498,35716,On foot,1550
E07000119,423,35716,Other method of travel to work,1551
E07000120,6309,35627,Work mainly at or from home,1552
E07000120,8,35627,"Underground, metro, light rail, tram",1553
E07000120,223,35627,Train,1554
E07000120,960,35627,"Bus, minibus or coach",1555
E07000120,993,35627,Taxi,1556
E07000120,148,35627,"Motorcycle, scooter or moped",1557
E07000120,21212,35627,Driving a car or van,1558
E07000120,2150,35627,Passenger in a car or van,1559
E07000120,267,35627,Bicycle,1560
E07000120,2976,35627,On foot,1561
E07000120,381,35627,Other method of travel to work,1562
E07000121,15430,62401,Work mainly at or from home,1563
E07000121,39,62401,"Underground, metro, light rail, tram",1564
E07000121,458,62401,Train,1565
E07000121,2094,62401,"Bus, minibus or coach",1566
E07000121,304,62401,Taxi,1567
E07000121,309,62401,"Motorcycle, scooter or moped",1568
E07000121,31607,62401,Driving a car or van,1569
E07000121,3061,62401,Passenger in a car or van,1570
E07000121,1692,62401,Bicycle,1571
E07000121,6769,62401,On foot,1572
E07000121,638,62401,Other method of travel to work,1573
E07000122,7461,39623,Work mainly at or from home,1574
E07000122,19,39623,"Underground, metro, light rail, tram",1575
E07000122,174,39623,Train,1576
E07000122,1151,39623,"Bus, minibus or coach",1577
E07000122,911,39623,Taxi,1578
E07000122,105,39623,"Motorcycle, scooter or moped",1579
E07000122,22486,39623,Driving a car or van,1580
E07000122,2282,39623,Passenger in a car or van,1581
E07000122,335,39623,Bicycle,1582
E07000122,4296,39623,On foot,1583
E07000122,403,39623,Other method of travel to work,1584
E07000123,16614,66634,Work mainly at or from home,1585
E07000123,31,66634,"Underground, metro, light rail, tram",1586
E07000123,598,66634,Train,1587
E07000123,4224,66634,"Bus, minibus or coach",1588
E07000123,748,66634,Taxi,1589
E07000123,235,66634,"Motorcycle, scooter or moped",1590
E07000123,32080,66634,Driving a car or van,1591
E07000123,3899,66634,Passenger in a car or van,1592
E07000123,1156,66634,Bicycle,1593
E07000123,6403,66634,On foot,1594
E07000123,646,66634,Other method of travel to work,1595
E07000124,9005,30386,Work mainly at or from home,1596
E07000124,16,30386,"Underground, metro, light rail, tram",1597
E07000124,151,30386,Train,1598
E07000124,246,30386,"Bus, minibus or coach",1599
E07000124,67,30386,Taxi,1600
E07000124,85,30386,"Motorcycle, scooter or moped",1601
E07000124,17171,30386,Driving a car or van,1602
E07000124,938,30386,Passenger in a car or van,1603
E07000124,258,30386,Bicycle,1604
E07000124,2200,30386,On foot,1605
E07000124,249,30386,Other method of travel to work,1606
E07000125,8036,33116,Work mainly at or from home,1607
E07000125,18,33116,"Underground, metro, light rail, tram",1608
E07000125,68,33116,Train,1609
E07000125,1026,33116,"Bus, minibus or coach",1610
E07000125,256,33116,Taxi,1611
E07000125,119,33116,"Motorcycle, scooter or moped",1612
E07000125,19570,33116,Driving a car or van,1613
E07000125,1507,33116,Passenger in a car or van,1614
E07000125,153,33116,Bicycle,1615
E07000125,2060,33116,On foot,1616
E07000125,303,33116,Other method of travel to work,1617
E07000126,15731,54711,Work mainly at or from home,1618
E07000126,15,54711,"Underground, metro, light rail, tram",1619
E07000126,305,54711,Train,1620
E07000126,1087,54711,"Bus, minibus or coach",1621
E07000126,200,54711,Taxi,1622
E07000126,210,54711,"Motorcycle, scooter or moped",1623
E07000126,30627,54711,Driving a car or van,1624
E07000126,2245,54711,Passenger in a car or van,1625
E07000126,971,54711,Bicycle,1626
E07000126,2904,54711,On foot,1627
E07000126,416,54711,Other method of travel to work,1628
E07000127,13497,53546,Work mainly at or from home,1629
E07000127,31,53546,"Underground, metro, light rail, tram",1630
E07000127,695,53546,Train,1631
E07000127,753,53546,"Bus, minibus or coach",1632
E07000127,835,53546,Taxi,1633
E07000127,141,53546,"Motorcycle, scooter or moped",1634
E07000127,29653,53546,Driving a car or van,1635
E07000127,2781,53546,Passenger in a car or van,1636
E07000127,731,53546,Bicycle,1637
E07000127,3904,53546,On foot,1638
E07000127,525,53546,Other method of travel to work,1639
E07000128,12479,47837,Work mainly at or from home,1640
E07000128,227,47837,"Underground, metro, light rail, tram",1641
E07000128,247,47837,Train,1642
E07000128,1128,47837,"Bus, minibus or coach",1643
E07000128,191,47837,Taxi,1644
E07000128,198,47837,"Motorcycle, scooter or moped",1645
E07000128,26895,47837,Driving a car or van,1646
E07000128,1989,47837,Passenger in a car or van,1647
E07000128,834,47837,Bicycle,1648
E07000128,3038,47837,On foot,1649
E07000128,611,47837,Other method of travel to work,1650
E07000129,15526,51446,Work mainly at or from home,1651
E07000129,23,51446,"Underground, metro, light rail, tram",1652
E07000129,134,51446,Train,1653
E07000129,998,51446,"Bus, minibus or coach",1654
E07000129,196,51446,Taxi,1655
E07000129,185,51446,"Motorcycle, scooter or moped",1656
E07000129,28981,51446,Driving a car or van,1657
E07000129,1968,51446,Passenger in a car or van,1658
E07000129,881,51446,Bicycle,1659
E07000129,2181,51446,On foot,1660
E07000129,373,51446,Other method of travel to work,1661
E07000130,25638,84800,Work mainly at or from home,1662
E07000130,57,84800,"Underground, metro, light rail, tram",1663
E07000130,408,84800,Train,1664
E07000130,1975,84800,"Bus, minibus or coach",1665
E07000130,234,84800,Taxi,1666
E07000130,307,84800,"Motorcycle, scooter or moped",1667
E07000130,44097,84800,Driving a car or van,1668
E07000130,3163,84800,Passenger in a car or van,1669
E07000130,1940,84800,Bicycle,1670
E07000130,6274,84800,On foot,1671
E07000130,707,84800,Other method of travel to work,1672
E07000131,17474,48771,Work mainly at or from home,1673
E07000131,21,48771,"Underground, metro, light rail, tram",1674
E07000131,269,48771,Train,1675
E07000131,405,48771,"Bus, minibus or coach",1676
E07000131,74,48771,Taxi,1677
E07000131,102,48771,"Motorcycle, scooter or moped",1678
E07000131,25108,48771,Driving a car or van,1679
E07000131,1372,48771,Passenger in a car or van,1680
E07000131,535,48771,Bicycle,1681
E07000131,3057,48771,On foot,1682
E07000131,354,48771,Other method of travel to work,1683
E07000132,16666,55887,Work mainly at or from home,1684
E07000132,28,55887,"Underground, metro, light rail, tram",1685
E07000132,168,55887,Train,1686
E07000132,702,55887,"Bus, minibus or coach",1687
E07000132,113,55887,Taxi,1688
E07000132,189,55887,"Motorcycle, scooter or moped",1689
E07000132,31401,55887,Driving a car or van,1690
E07000132,1948,55887,Passenger in a car or van,1691
E07000132,824,55887,Bicycle,1692
E07000132,3419,55887,On foot,1693
E07000132,429,55887,Other method of travel to work,1694
E07000133,7261,25465,Work mainly at or from home,1695
E07000133,5,25465,"Underground, metro, light rail, tram",1696
E07000133,120,25465,Train,1697
E07000133,203,25465,"Bus, minibus or coach",1698
E07000133,45,25465,Taxi,1699
E07000133,93,25465,"Motorcycle, scooter or moped",1700
E07000133,13863,25465,Driving a car or van,1701
E07000133,912,25465,Passenger in a car or van,1702
E07000133,420,25465,Bicycle,1703
E07000133,2349,25465,On foot,1704
E07000133,194,25465,Other method of travel to work,1705
E07000134,14874,51960,Work mainly at or from home,1706
E07000134,18,51960,"Underground, metro, light rail, tram",1707
E07000134,66,51960,Train,1708
E07000134,669,51960,"Bus, minibus or coach",1709
E07000134,165,51960,Taxi,1710
E07000134,262,51960,"Motorcycle, scooter or moped",1711
E07000134,30052,51960,Driving a car or van,1712
E07000134,1952,51960,Passenger in a car or van,1713
E07000134,595,51960,Bicycle,1714
E07000134,2922,51960,On foot,1715
E07000134,385,51960,Other method of travel to work,1716
E07000135,7477,25986,Work mainly at or from home,1717
E07000135,24,25986,"Underground, metro, light rail, tram",1718
E07000135,95,25986,Train,1719
E07000135,774,25986,"Bus, minibus or coach",1720
E07000135,145,25986,Taxi,1721
E07000135,96,25986,"Motorcycle, scooter or moped",1722
E07000135,14012,25986,Driving a car or van,1723
E07000135,1042,25986,Passenger in a car or van,1724
E07000135,493,25986,Bicycle,1725
E07000135,1584,25986,On foot,1726
E07000135,244,25986,Other method of travel to work,1727
E07000136,3558,33631,Work mainly at or from home,1728
E07000136,27,33631,"Underground, metro, light rail, tram",1729
E07000136,77,33631,Train,1730
E07000136,522,33631,"Bus, minibus or coach",1731
E07000136,166,33631,Taxi,1732
E07000136,143,33631,"Motorcycle, scooter or moped",1733
E07000136,20491,33631,Driving a car or van,1734
E07000136,4154,33631,Passenger in a car or van,1735
E07000136,1408,33631,Bicycle,1736
E07000136,2748,33631,On foot,1737
E07000136,337,33631,Other method of travel to work,1738
E07000137,10993,55577,Work mainly at or from home,1739
E07000137,20,55577,"Underground, metro, light rail, tram",1740
E07000137,83,55577,Train,1741
E07000137,615,55577,"Bus, minibus or coach",1742
E07000137,162,55577,Taxi,1743
E07000137,235,55577,"Motorcycle, scooter or moped",1744
E07000137,33094,55577,Driving a car or van,1745
E07000137,2317,55577,Passenger in a car or van,1746
E07000137,1193,55577,Bicycle,1747
E07000137,6224,55577,On foot,1748
E07000137,641,55577,Other method of travel to work,1749
E07000138,9451,46719,Work mainly at or from home,1750
E07000138,13,46719,"Underground, metro, light rail, tram",1751
E07000138,210,46719,Train,1752
E07000138,1727,46719,"Bus, minibus or coach",1753
E07000138,459,46719,Taxi,1754
E07000138,249,46719,"Motorcycle, scooter or moped",1755
E07000138,21936,46719,Driving a car or van,1756
E07000138,3203,46719,Passenger in a car or van,1757
E07000138,2053,46719,Bicycle,1758
E07000138,6877,46719,On foot,1759
E07000138,541,46719,Other method of travel to work,1760
E07000139,15406,56892,Work mainly at or from home,1761
E07000139,26,56892,"Underground, metro, light rail, tram",1762
E07000139,300,56892,Train,1763
E07000139,517,56892,"Bus, minibus or coach",1764
E07000139,96,56892,Taxi,1765
E07000139,267,56892,"Motorcycle, scooter or moped",1766
E07000139,32959,56892,Driving a car or van,1767
E07000139,2050,56892,Passenger in a car or van,1768
E07000139,1285,56892,Bicycle,1769
E07000139,3469,56892,On foot,1770
E07000139,517,56892,Other method of travel to work,1771
E07000140,7959,45236,Work mainly at or from home,1772
E07000140,25,45236,"Underground, metro, light rail, tram",1773
E07000140,138,45236,Train,1774
E07000140,286,45236,"Bus, minibus or coach",1775
E07000140,116,45236,Taxi,1776
E07000140,198,45236,"Motorcycle, scooter or moped",1777
E07000140,28900,45236,Driving a car or van,1778
E07000140,2723,45236,Passenger in a car or van,1779
E07000140,1484,45236,Bicycle,1780
E07000140,2997,45236,On foot,1781
E07000140,410,45236,Other method of travel to work,1782
E07000141,19428,68194,Work mainly at or from home,1783
E07000141,32,68194,"Underground, metro, light rail, tram",1784
E07000141,416,68194,Train,1785
E07000141,567,68194,"Bus, minibus or coach",1786
E07000141,216,68194,Taxi,1787
E07000141,258,68194,"Motorcycle, scooter or moped",1788
E07000141,36422,68194,Driving a car or van,1789
E07000141,2605,68194,Passenger in a car or van,1790
E07000141,1259,68194,Bicycle,1791
E07000141,6419,68194,On foot,1792
E07000141,572,68194,Other method of travel to work,1793
E07000142,10950,42136,Work mainly at or from home,1794
E07000142,16,42136,"Underground, metro, light rail, tram",1795
E07000142,166,42136,Train,1796
E07000142,287,42136,"Bus, minibus or coach",1797
E07000142,108,42136,Taxi,1798
E07000142,173,42136,"Motorcycle, scooter or moped",1799
E07000142,24887,42136,Driving a car or van,1800
E07000142,1549,42136,Passenger in a car or van,1801
E07000142,563,42136,Bicycle,1802
E07000142,3063,42136,On foot,1803
E07000142,374,42136,Other method of travel to work,1804
E07000143,14404,65639,Work mainly at or from home,1805
E07000143,23,65639,"Underground, metro, light rail, tram",1806
E07000143,214,65639,Train,1807
E07000143,732,65639,"Bus, minibus or coach",1808
E07000143,171,65639,Taxi,1809
E07000143,313,65639,"Motorcycle, scooter or moped",1810
E07000143,39172,65639,Driving a car or van,1811
E07000143,3136,65639,Passenger in a car or van,1812
E07000143,1188,65639,Bicycle,1813
E07000143,5575,65639,On foot,1814
E07000143,711,65639,Other method of travel to work,1815
E07000144,18934,62590,Work mainly at or from home,1816
E07000144,30,62590,"Underground, metro, light rail, tram",1817
E07000144,164,62590,Train,1818
E07000144,1220,62590,"Bus, minibus or coach",1819
E07000144,165,62590,Taxi,1820
E07000144,394,62590,"Motorcycle, scooter or moped",1821
E07000144,34889,62590,Driving a car or van,1822
E07000144,1961,62590,Passenger in a car or van,1823
E07000144,1422,62590,Bicycle,1824
E07000144,2716,62590,On foot,1825
E07000144,695,62590,Other method of travel to work,1826
E07000145,6813,41140,Work mainly at or from home,1827
E07000145,20,41140,"Underground, metro, light rail, tram",1828
E07000145,124,41140,Train,1829
E07000145,1807,41140,"Bus, minibus or coach",1830
E07000145,209,41140,Taxi,1831
E07000145,257,41140,"Motorcycle, scooter or moped",1832
E07000145,22863,41140,Driving a car or van,1833
E07000145,2488,41140,Passenger in a car or van,1834
E07000145,1276,41140,Bicycle,1835
E07000145,4314,41140,On foot,1836
E07000145,969,41140,Other method of travel to work,1837
E07000146,14162,69222,Work mainly at or from home,1838
E07000146,49,69222,"Underground, metro, light rail, tram",1839
E07000146,569,69222,Train,1840
E07000146,804,69222,"Bus, minibus or coach",1841
E07000146,171,69222,Taxi,1842
E07000146,341,69222,"Motorcycle, scooter or moped",1843
E07000146,41529,69222,Driving a car or van,1844
E07000146,3353,69222,Passenger in a car or van,1845
E07000146,2455,69222,Bicycle,1846
E07000146,5082,69222,On foot,1847
E07000146,707,69222,Other method of travel to work,1848
E07000147,10106,41656,Work mainly at or from home,1849
E07000147,36,41656,"Underground, metro, light rail, tram",1850
E07000147,289,41656,Train,1851
E07000147,367,41656,"Bus, minibus or coach",1852
E07000147,106,41656,Taxi,1853
E07000147,268,41656,"Motorcycle, scooter or moped",1854
E07000147,23868,41656,Driving a car or van,1855
E07000147,1398,41656,Passenger in a car or van,1856
E07000147,808,41656,Bicycle,1857
E07000147,3865,41656,On foot,1858
E07000147,545,41656,Other method of travel to work,1859
E07000148,19468,65721,Work mainly at or from home,1860
E07000148,58,65721,"Underground, metro, light rail, tram",1861
E07000148,321,65721,Train,1862
E07000148,3096,65721,"Bus, minibus or coach",1863
E07000148,494,65721,Taxi,1864
E07000148,570,65721,"Motorcycle, scooter or moped",1865
E07000148,24555,65721,Driving a car or van,1866
E07000148,2753,65721,Passenger in a car or van,1867
E07000148,4044,65721,Bicycle,1868
E07000148,9611,65721,On foot,1869
E07000148,751,65721,Other method of travel to work,1870
E07000149,21339,67748,Work mainly at or from home,1871
E07000149,32,67748,"Underground, metro, light rail, tram",1872
E07000149,223,67748,Train,1873
E07000149,1037,67748,"Bus, minibus or coach",1874
E07000149,108,67748,Taxi,1875
E07000149,329,67748,"Motorcycle, scooter or moped",1876
E07000149,37209,67748,Driving a car or van,1877
E07000149,2046,67748,Passenger in a car or van,1878
E07000149,1322,67748,Bicycle,1879
E07000149,3404,67748,On foot,1880
E07000149,699,67748,Other method of travel to work,1881
E07000163,8833,27134,Work mainly at or from home,1882
E07000163,14,27134,"Underground, metro, light rail, tram",1883
E07000163,287,27134,Train,1884
E07000163,254,27134,"Bus, minibus or coach",1885
E07000163,63,27134,Taxi,1886
E07000163,51,27134,"Motorcycle, scooter or moped",1887
E07000163,13199,27134,Driving a car or van,1888
E07000163,926,27134,Passenger in a car or van,1889
E07000163,217,27134,Bicycle,1890
E07000163,3061,27134,On foot,1891
E07000163,229,27134,Other method of travel to work,1892
E07000164,13303,43403,Work mainly at or from home,1893
E07000164,18,43403,"Underground, metro, light rail, tram",1894
E07000164,171,43403,Train,1895
E07000164,188,43403,"Bus, minibus or coach",1896
E07000164,82,43403,Taxi,1897
E07000164,97,43403,"Motorcycle, scooter or moped",1898
E07000164,22912,43403,Driving a car or van,1899
E07000164,1349,43403,Passenger in a car or van,1900
E07000164,640,43403,Bicycle,1901
E07000164,4192,43403,On foot,1902
E07000164,451,43403,Other method of travel to work,1903
E07000165,28233,79685,Work mainly at or from home,1904
E07000165,38,79685,"Underground, metro, light rail, tram",1905
E07000165,503,79685,Train,1906
E07000165,1383,79685,"Bus, minibus or coach",1907
E07000165,222,79685,Taxi,1908
E07000165,237,79685,"Motorcycle, scooter or moped",1909
E07000165,36036,79685,Driving a car or van,1910
E07000165,2684,79685,Passenger in a car or van,1911
E07000165,1190,79685,Bicycle,1912
E07000165,8490,79685,On foot,1913
E07000165,669,79685,Other method of travel to work,1914
E07000166,6700,24679,Work mainly at or from home,1915
E07000166,15,24679,"Underground, metro, light rail, tram",1916
E07000166,77,24679,Train,1917
E07000166,196,24679,"Bus, minibus or coach",1918
E07000166,127,24679,Taxi,1919
E07000166,77,24679,"Motorcycle, scooter or moped",1920
