geography,count,total,student,employment,employmentType,fullTime,id
E07000125,6,57301,active and a full-time student,In employment,Self-employed with employees,Full,4400
E07000125,36,57301,active and a full-time student,In employment,Self-employed without employees,NA,4401
E07000125,29,57301,active and a full-time student,In employment,Self-employed without employees,Part,4402
E07000125,7,57301,active and a full-time student,In employment,Self-employed without employees,Full,4403
E07000125,189,57301,active and a full-time student,Unemployed,NA,NA,4404
E07000125,22621,57301,inactive,NA,NA,NA,4405
E07000125,13342,57301,inactive,Retired,NA,NA,4406
E07000125,2307,57301,inactive,Student,NA,NA,4407
E07000125,2337,57301,inactive,Looking after home or family,NA,NA,4408
E07000125,2921,57301,inactive,Long-term sick or disabled,NA,NA,4409
E07000125,1714,57301,inactive,Other,NA,NA,4410
E07000126,55005,91498,active (excluding full-time students),NA,NA,NA,4411
E07000126,53348,91498,active (excluding full-time students),In employment,NA,NA,4412
E07000126,46223,91498,active (excluding full-time students),In employment,Employee,NA,4413
E07000126,10961,91498,active (excluding full-time students),In employment,Employee,Part,4414
E07000126,35262,91498,active (excluding full-time students),In employment,Employee,Full,4415
E07000126,1241,91498,active (excluding full-time students),In employment,Self-employed with employees,NA,4416
E07000126,253,91498,active (excluding full-time students),In employment,Self-employed with employees,Part,4417
E07000126,988,91498,active (excluding full-time students),In employment,Self-employed with employees,Full,4418
E07000126,5884,91498,active (excluding full-time students),In employment,Self-employed without employees,NA,4419
E07000126,2317,91498,active (excluding full-time students),In employment,Self-employed without employees,Part,4420
E07000126,3567,91498,active (excluding full-time students),In employment,Self-employed without employees,Full,4421
E07000126,1657,91498,active (excluding full-time students),Unemployed,NA,NA,4422
E07000126,1749,91498,active and a full-time student,NA,NA,NA,4423
E07000126,1361,91498,active and a full-time student,In employment,NA,NA,4424
E07000126,1308,91498,active and a full-time student,In employment,Employee,NA,4425
E07000126,1123,91498,active and a full-time student,In employment,Employee,Part,4426
E07000126,185,91498,active and a full-time student,In employment,Employee,Full,4427
E07000126,4,91498,active and a full-time student,In employment,Self-employed with employees,NA,4428
E07000126,1,91498,active and a full-time student,In employment,Self-employed with employees,Part,4429
E07000126,3,91498,active and a full-time student,In employment,Self-employed with employees,Full,4430
E07000126,49,91498,active and a full-time student,In employment,Self-employed without employees,NA,4431
E07000126,36,91498,active and a full-time student,In employment,Self-employed without employees,Part,4432
E07000126,13,91498,active and a full-time student,In employment,Self-employed without employees,Full,4433
E07000126,388,91498,active and a full-time student,Unemployed,NA,NA,4434
E07000126,34744,91498,inactive,NA,NA,NA,4435
E07000126,24146,91498,inactive,Retired,NA,NA,4436
E07000126,2887,91498,inactive,Student,NA,NA,4437
E07000126,2567,91498,inactive,Looking after home or family,NA,NA,4438
E07000126,3294,91498,inactive,Long-term sick or disabled,NA,NA,4439
E07000126,1850,91498,inactive,Other,NA,NA,4440
E07000127,53081,98334,active (excluding full-time students),NA,NA,NA,4441
E07000127,51052,98334,active (excluding full-time students),In employment,NA,NA,4442
E07000127,42801,98334,active (excluding full-time students),In employment,Employee,NA,4443
E07000127,11035,98334,active (excluding full-time students),In employment,Employee,Part,4444
E07000127,31766,98334,active (excluding full-time students),In employment,Employee,Full,4445
E07000127,1717,98334,active (excluding full-time students),In employment,Self-employed with employees,NA,4446
E07000127,385,98334,active (excluding full-time students),In employment,Self-employed with employees,Part,4447
E07000127,1332,98334,active (excluding full-time students),In employment,Self-employed with employees,Full,4448
E07000127,6534,98334,active (excluding full-time students),In employment,Self-employed without employees,NA,4449
E07000127,2728,98334,active (excluding full-time students),In employment,Self-employed without employees,Part,4450
E07000127,3806,98334,active (excluding full-time students),In employment,Self-employed without employees,Full,4451
E07000127,2029,98334,active (excluding full-time students),Unemployed,NA,NA,4452
E07000127,3442,98334,active and a full-time student,NA,NA,NA,4453
E07000127,2495,98334,active and a full-time student,In employment,NA,NA,4454
E07000127,2409,98334,active and a full-time student,In employment,Employee,NA,4455
E07000127,2115,98334,active and a full-time student,In employment,Employee,Part,4456
E07000127,294,98334,active and a full-time student,In employment,Employee,Full,4457
E07000127,8,98334,active and a full-time student,In employment,Self-employed with employees,NA,4458
E07000127,3,98334,active and a full-time student,In employment,Self-employed with employees,Part,4459
E07000127,5,98334,active and a full-time student,In employment,Self-employed with employees,Full,4460
E07000127,78,98334,active and a full-time student,In employment,Self-employed without employees,NA,4461
E07000127,61,98334,active and a full-time student,In employment,Self-employed without employees,Part,4462
E07000127,17,98334,active and a full-time student,In employment,Self-employed without employees,Full,4463
E07000127,947,98334,active and a full-time student,Unemployed,NA,NA,4464
E07000127,41811,98334,inactive,NA,NA,NA,4465
E07000127,24720,98334,inactive,Retired,NA,NA,4466
E07000127,7360,98334,inactive,Student,NA,NA,4467
E07000127,3376,98334,inactive,Looking after home or family,NA,NA,4468
E07000127,4036,98334,inactive,Long-term sick or disabled,NA,NA,4469
E07000127,2319,98334,inactive,Other,NA,NA,4470
E07000128,48640,94352,active (excluding full-time students),NA,NA,NA,4471
E07000128,46551,94352,active (excluding full-time students),In employment,NA,NA,4472
E07000128,38055,94352,active (excluding full-time students),In employment,Employee,NA,4473
E07000128,10962,94352,active (excluding full-time students),In employment,Employee,Part,4474
E07000128,27093,94352,active (excluding full-time students),In employment,Employee,Full,4475
E07000128,1597,94352,active (excluding full-time students),In employment,Self-employed with employees,NA,4476
E07000128,359,94352,active (excluding full-time students),In employment,Self-employed with employees,Part,4477
E07000128,1238,94352,active (excluding full-time students),In employment,Self-employed with employees,Full,4478
E07000128,6899,94352,active (excluding full-time students),In employment,Self-employed without employees,NA,4479
E07000128,3024,94352,active (excluding full-time students),In employment,Self-employed without employees,Part,4480
E07000128,3875,94352,active (excluding full-time students),In employment,Self-employed without employees,Full,4481
E07000128,2089,94352,active (excluding full-time students),Unemployed,NA,NA,4482
E07000128,1667,94352,active and a full-time student,NA,NA,NA,4483
E07000128,1284,94352,active and a full-time student,In employment,NA,NA,4484
E07000128,1223,94352,active and a full-time student,In employment,Employee,NA,4485
E07000128,1022,94352,active and a full-time student,In employment,Employee,Part,4486
E07000128,201,94352,active and a full-time student,In employment,Employee,Full,4487
E07000128,7,94352,active and a full-time student,In employment,Self-employed with employees,NA,4488
E07000128,7,94352,active and a full-time student,In employment,Self-employed with employees,Part,4489
E07000128,0,94352,active and a full-time student,In employment,Self-employed with employees,Full,4490
E07000128,54,94352,active and a full-time student,In employment,Self-employed without employees,NA,4491
E07000128,30,94352,active and a full-time student,In employment,Self-employed without employees,Part,4492
E07000128,24,94352,active and a full-time student,In employment,Self-employed without employees,Full,4493
E07000128,383,94352,active and a full-time student,Unemployed,NA,NA,4494
E07000128,44045,94352,inactive,NA,NA,NA,4495
E07000128,30900,94352,inactive,Retired,NA,NA,4496
E07000128,3295,94352,inactive,Student,NA,NA,4497
E07000128,3067,94352,inactive,Looking after home or family,NA,NA,4498
E07000128,4565,94352,inactive,Long-term sick or disabled,NA,NA,4499
E07000128,2218,94352,inactive,Other,NA,NA,4500
E07000129,52098,83666,active (excluding full-time students),NA,NA,NA,4501
E07000129,50430,83666,active (excluding full-time students),In employment,NA,NA,4502
E07000129,42632,83666,active (excluding full-time students),In employment,Employee,NA,4503
E07000129,10842,83666,active (excluding full-time students),In employment,Employee,Part,4504
E07000129,31790,83666,active (excluding full-time students),In employment,Employee,Full,4505
E07000129,1322,83666,active (excluding full-time students),In employment,Self-employed with employees,NA,4506
E07000129,305,83666,active (excluding full-time students),In employment,Self-employed with employees,Part,4507
E07000129,1017,83666,active (excluding full-time students),In employment,Self-employed with employees,Full,4508
E07000129,6476,83666,active (excluding full-time students),In employment,Self-employed without employees,NA,4509
E07000129,2599,83666,active (excluding full-time students),In employment,Self-employed without employees,Part,4510
E07000129,3877,83666,active (excluding full-time students),In employment,Self-employed without employees,Full,4511
E07000129,1668,83666,active (excluding full-time students),Unemployed,NA,NA,4512
E07000129,1413,83666,active and a full-time student,NA,NA,NA,4513
E07000129,1016,83666,active and a full-time student,In employment,NA,NA,4514
E07000129,971,83666,active and a full-time student,In employment,Employee,NA,4515
E07000129,780,83666,active and a full-time student,In employment,Employee,Part,4516
E07000129,191,83666,active and a full-time student,In employment,Employee,Full,4517
E07000129,4,83666,active and a full-time student,In employment,Self-employed with employees,NA,4518
E07000129,4,83666,active and a full-time student,In employment,Self-employed with employees,Part,4519
E07000129,0,83666,active and a full-time student,In employment,Self-employed with employees,Full,4520
E07000129,41,83666,active and a full-time student,In employment,Self-employed without employees,NA,4521
E07000129,33,83666,active and a full-time student,In employment,Self-employed without employees,Part,4522
E07000129,8,83666,active and a full-time student,In employment,Self-employed without employees,Full,4523
E07000129,397,83666,active and a full-time student,Unemployed,NA,NA,4524
E07000129,30155,83666,inactive,NA,NA,NA,4525
E07000129,20668,83666,inactive,Retired,NA,NA,4526
E07000129,2866,83666,inactive,Student,NA,NA,4527
E07000129,2722,83666,inactive,Looking after home or family,NA,NA,4528
E07000129,2165,83666,inactive,Long-term sick or disabled,NA,NA,4529
E07000129,1734,83666,inactive,Other,NA,NA,4530
E07000130,84588,153100,active (excluding full-time students),NA,NA,NA,4531
E07000130,81592,153100,active (excluding full-time students),In employment,NA,NA,4532
E07000130,69337,153100,active (excluding full-time students),In employment,Employee,NA,4533
E07000130,18009,153100,active (excluding full-time students),In employment,Employee,Part,4534
E07000130,51328,153100,active (excluding full-time students),In employment,Employee,Full,4535
E07000130,2123,153100,active (excluding full-time students),In employment,Self-employed with employees,NA,4536
E07000130,480,153100,active (excluding full-time students),In employment,Self-employed with employees,Part,4537
E07000130,1643,153100,active (excluding full-time students),In employment,Self-employed with employees,Full,4538
E07000130,10132,153100,active (excluding full-time students),In employment,Self-employed without employees,NA,4539
E07000130,4380,153100,active (excluding full-time students),In employment,Self-employed without employees,Part,4540
E07000130,5752,153100,active (excluding full-time students),In employment,Self-employed without employees,Full,4541
E07000130,2996,153100,active (excluding full-time students),Unemployed,NA,NA,4542
E07000130,4581,153100,active and a full-time student,NA,NA,NA,4543
E07000130,3207,153100,active and a full-time student,In employment,NA,NA,4544
E07000130,2908,153100,active and a full-time student,In employment,Employee,NA,4545
E07000130,2459,153100,active and a full-time student,In employment,Employee,Part,4546
E07000130,449,153100,active and a full-time student,In employment,Employee,Full,4547
E07000130,26,153100,active and a full-time student,In employment,Self-employed with employees,NA,4548
E07000130,18,153100,active and a full-time student,In employment,Self-employed with employees,Part,4549
E07000130,8,153100,active and a full-time student,In employment,Self-employed with employees,Full,4550
E07000130,273,153100,active and a full-time student,In employment,Self-employed without employees,NA,4551
E07000130,239,153100,active and a full-time student,In employment,Self-employed without employees,Part,4552
E07000130,34,153100,active and a full-time student,In employment,Self-employed without employees,Full,4553
E07000130,1374,153100,active and a full-time student,Unemployed,NA,NA,4554
E07000130,63931,153100,inactive,NA,NA,NA,4555
E07000130,33837,153100,inactive,Retired,NA,NA,4556
E07000130,16694,153100,inactive,Student,NA,NA,4557
E07000130,5212,153100,inactive,Looking after home or family,NA,NA,4558
E07000130,4709,153100,inactive,Long-term sick or disabled,NA,NA,4559
E07000130,3479,153100,inactive,Other,NA,NA,4560
E07000131,49034,80427,active (excluding full-time students),NA,NA,NA,4561
E07000131,47711,80427,active (excluding full-time students),In employment,NA,NA,4562
E07000131,38481,80427,active (excluding full-time students),In employment,Employee,NA,4563
E07000131,9886,80427,active (excluding full-time students),In employment,Employee,Part,4564
E07000131,28595,80427,active (excluding full-time students),In employment,Employee,Full,4565
E07000131,1695,80427,active (excluding full-time students),In employment,Self-employed with employees,NA,4566
E07000131,326,80427,active (excluding full-time students),In employment,Self-employed with employees,Part,4567
E07000131,1369,80427,active (excluding full-time students),In employment,Self-employed with employees,Full,4568
E07000131,7535,80427,active (excluding full-time students),In employment,Self-employed without employees,NA,4569
E07000131,3201,80427,active (excluding full-time students),In employment,Self-employed without employees,Part,4570
E07000131,4334,80427,active (excluding full-time students),In employment,Self-employed without employees,Full,4571
E07000131,1323,80427,active (excluding full-time students),Unemployed,NA,NA,4572
E07000131,1281,80427,active and a full-time student,NA,NA,NA,4573
E07000131,1059,80427,active and a full-time student,In employment,NA,NA,4574
E07000131,1001,80427,active and a full-time student,In employment,Employee,NA,4575
E07000131,851,80427,active and a full-time student,In employment,Employee,Part,4576
E07000131,150,80427,active and a full-time student,In employment,Employee,Full,4577
E07000131,1,80427,active and a full-time student,In employment,Self-employed with employees,NA,4578
E07000131,0,80427,active and a full-time student,In employment,Self-employed with employees,Part,4579
E07000131,1,80427,active and a full-time student,In employment,Self-employed with employees,Full,4580
E07000131,57,80427,active and a full-time student,In employment,Self-employed without employees,NA,4581
E07000131,43,80427,active and a full-time student,In employment,Self-employed without employees,Part,4582
E07000131,14,80427,active and a full-time student,In employment,Self-employed without employees,Full,4583
E07000131,222,80427,active and a full-time student,Unemployed,NA,NA,4584
E07000131,30112,80427,inactive,NA,NA,NA,4585
E07000131,20669,80427,inactive,Retired,NA,NA,4586
E07000131,3124,80427,inactive,Student,NA,NA,4587
E07000131,2561,80427,inactive,Looking after home or family,NA,NA,4588
E07000131,1809,80427,inactive,Long-term sick or disabled,NA,NA,4589
E07000131,1949,80427,inactive,Other,NA,NA,4590
E07000132,56602,93916,active (excluding full-time students),NA,NA,NA,4591
E07000132,54838,93916,active (excluding full-time students),In employment,NA,NA,4592
E07000132,46276,93916,active (excluding full-time students),In employment,Employee,NA,4593
E07000132,11373,93916,active (excluding full-time students),In employment,Employee,Part,4594
E07000132,34903,93916,active (excluding full-time students),In employment,Employee,Full,4595
E07000132,1408,93916,active (excluding full-time students),In employment,Self-employed with employees,NA,4596
E07000132,299,93916,active (excluding full-time students),In employment,Self-employed with employees,Part,4597
E07000132,1109,93916,active (excluding full-time students),In employment,Self-employed with employees,Full,4598
E07000132,7154,93916,active (excluding full-time students),In employment,Self-employed without employees,NA,4599
E07000132,3039,93916,active (excluding full-time students),In employment,Self-employed without employees,Part,4600
E07000132,4115,93916,active (excluding full-time students),In employment,Self-employed without employees,Full,4601
E07000132,1764,93916,active (excluding full-time students),Unemployed,NA,NA,4602
E07000132,1342,93916,active and a full-time student,NA,NA,NA,4603
E07000132,1047,93916,active and a full-time student,In employment,NA,NA,4604
E07000132,997,93916,active and a full-time student,In employment,Employee,NA,4605
E07000132,836,93916,active and a full-time student,In employment,Employee,Part,4606
E07000132,161,93916,active and a full-time student,In employment,Employee,Full,4607
E07000132,8,93916,active and a full-time student,In employment,Self-employed with employees,NA,4608
E07000132,0,93916,active and a full-time student,In employment,Self-employed with employees,Part,4609
E07000132,8,93916,active and a full-time student,In employment,Self-employed with employees,Full,4610
E07000132,42,93916,active and a full-time student,In employment,Self-employed without employees,NA,4611
E07000132,34,93916,active and a full-time student,In employment,Self-employed without employees,Part,4612
E07000132,8,93916,active and a full-time student,In employment,Self-employed without employees,Full,4613
E07000132,295,93916,active and a full-time student,Unemployed,NA,NA,4614
E07000132,35972,93916,inactive,NA,NA,NA,4615
E07000132,25021,93916,inactive,Retired,NA,NA,4616
E07000132,3036,93916,inactive,Student,NA,NA,4617
E07000132,3022,93916,inactive,Looking after home or family,NA,NA,4618
E07000132,2907,93916,inactive,Long-term sick or disabled,NA,NA,4619
E07000132,1986,93916,inactive,Other,NA,NA,4620
E07000133,25734,42948,active (excluding full-time students),NA,NA,NA,4621
E07000133,24947,42948,active (excluding full-time students),In employment,NA,NA,4622
E07000133,20462,42948,active (excluding full-time students),In employment,Employee,NA,4623
E07000133,5548,42948,active (excluding full-time students),In employment,Employee,Part,4624
E07000133,14914,42948,active (excluding full-time students),In employment,Employee,Full,4625
E07000133,796,42948,active (excluding full-time students),In employment,Self-employed with employees,NA,4626
E07000133,161,42948,active (excluding full-time students),In employment,Self-employed with employees,Part,4627
E07000133,635,42948,active (excluding full-time students),In employment,Self-employed with employees,Full,4628
E07000133,3689,42948,active (excluding full-time students),In employment,Self-employed without employees,NA,4629
E07000133,1585,42948,active (excluding full-time students),In employment,Self-employed without employees,Part,4630
E07000133,2104,42948,active (excluding full-time students),In employment,Self-employed without employees,Full,4631
E07000133,787,42948,active (excluding full-time students),Unemployed,NA,NA,4632
E07000133,635,42948,active and a full-time student,NA,NA,NA,4633
E07000133,521,42948,active and a full-time student,In employment,NA,NA,4634
E07000133,498,42948,active and a full-time student,In employment,Employee,NA,4635
E07000133,415,42948,active and a full-time student,In employment,Employee,Part,4636
E07000133,83,42948,active and a full-time student,In employment,Employee,Full,4637
E07000133,0,42948,active and a full-time student,In employment,Self-employed with employees,NA,4638
E07000133,0,42948,active and a full-time student,In employment,Self-employed with employees,Part,4639
E07000133,0,42948,active and a full-time student,In employment,Self-employed with employees,Full,4640
E07000133,23,42948,active and a full-time student,In employment,Self-employed without employees,NA,4641
E07000133,18,42948,active and a full-time student,In employment,Self-employed without employees,Part,4642
E07000133,5,42948,active and a full-time student,In employment,Self-employed without employees,Full,4643
E07000133,114,42948,active and a full-time student,Unemployed,NA,NA,4644
E07000133,16579,42948,inactive,NA,NA,NA,4645
E07000133,11652,42948,inactive,Retired,NA,NA,4646
E07000133,1375,42948,inactive,Student,NA,NA,4647
E07000133,1572,42948,inactive,Looking after home or family,NA,NA,4648
E07000133,1100,42948,inactive,Long-term sick or disabled,NA,NA,4649
E07000133,880,42948,inactive,Other,NA,NA,4650
E07000134,52662,86165,active (excluding full-time students),NA,NA,NA,4651
E07000134,50940,86165,active (excluding full-time students),In employment,NA,NA,4652
E07000134,43589,86165,active (excluding full-time students),In employment,Employee,NA,4653
E07000134,10259,86165,active (excluding full-time students),In employment,Employee,Part,4654
E07000134,33330,86165,active (excluding full-time students),In employment,Employee,Full,4655
E07000134,1253,86165,active (excluding full-time students),In employment,Self-employed with employees,NA,4656
E07000134,296,86165,active (excluding full-time students),In employment,Self-employed with employees,Part,4657
E07000134,957,86165,active (excluding full-time students),In employment,Self-employed with employees,Full,4658
E07000134,6098,86165,active (excluding full-time students),In employment,Self-employed without employees,NA,4659
E07000134,2541,86165,active (excluding full-time students),In employment,Self-employed without employees,Part,4660
E07000134,3557,86165,active (excluding full-time students),In employment,Self-employed without employees,Full,4661
E07000134,1722,86165,active (excluding full-time students),Unemployed,NA,NA,4662
E07000134,1339,86165,active and a full-time student,NA,NA,NA,4663
E07000134,1021,86165,active and a full-time student,In employment,NA,NA,4664
E07000134,967,86165,active and a full-time student,In employment,Employee,NA,4665
E07000134,793,86165,active and a full-time student,In employment,Employee,Part,4666
E07000134,174,86165,active and a full-time student,In employment,Employee,Full,4667
E07000134,10,86165,active and a full-time student,In employment,Self-employed with employees,NA,4668
E07000134,8,86165,active and a full-time student,In employment,Self-employed with employees,Part,4669
E07000134,2,86165,active and a full-time student,In employment,Self-employed with employees,Full,4670
E07000134,44,86165,active and a full-time student,In employment,Self-employed without employees,NA,4671
E07000134,33,86165,active and a full-time student,In employment,Self-employed without employees,Part,4672
E07000134,11,86165,active and a full-time student,In employment,Self-employed without employees,Full,4673
E07000134,318,86165,active and a full-time student,Unemployed,NA,NA,4674
E07000134,32164,86165,inactive,NA,NA,NA,4675
E07000134,20824,86165,inactive,Retired,NA,NA,4676
E07000134,3521,86165,inactive,Student,NA,NA,4677
E07000134,3174,86165,inactive,Looking after home or family,NA,NA,4678
E07000134,2838,86165,inactive,Long-term sick or disabled,NA,NA,4679
E07000134,1807,86165,inactive,Other,NA,NA,4680
E07000135,26511,47210,active (excluding full-time students),NA,NA,NA,4681
E07000135,25369,47210,active (excluding full-time students),In employment,NA,NA,4682
E07000135,21501,47210,active (excluding full-time students),In employment,Employee,NA,4683
E07000135,5965,47210,active (excluding full-time students),In employment,Employee,Part,4684
E07000135,15536,47210,active (excluding full-time students),In employment,Employee,Full,4685
E07000135,772,47210,active (excluding full-time students),In employment,Self-employed with employees,NA,4686
E07000135,206,47210,active (excluding full-time students),In employment,Self-employed with employees,Part,4687
E07000135,566,47210,active (excluding full-time students),In employment,Self-employed with employees,Full,4688
E07000135,3096,47210,active (excluding full-time students),In employment,Self-employed without employees,NA,4689
E07000135,1351,47210,active (excluding full-time students),In employment,Self-employed without employees,Part,4690
E07000135,1745,47210,active (excluding full-time students),In employment,Self-employed without employees,Full,4691
E07000135,1142,47210,active (excluding full-time students),Unemployed,NA,NA,4692
E07000135,930,47210,active and a full-time student,NA,NA,NA,4693
E07000135,620,47210,active and a full-time student,In employment,NA,NA,4694
E07000135,578,47210,active and a full-time student,In employment,Employee,NA,4695
E07000135,483,47210,active and a full-time student,In employment,Employee,Part,4696
E07000135,95,47210,active and a full-time student,In employment,Employee,Full,4697
E07000135,4,47210,active and a full-time student,In employment,Self-employed with employees,NA,4698
E07000135,4,47210,active and a full-time student,In employment,Self-employed with employees,Part,4699
E07000135,0,47210,active and a full-time student,In employment,Self-employed with employees,Full,4700
E07000135,38,47210,active and a full-time student,In employment,Self-employed without employees,NA,4701
E07000135,30,47210,active and a full-time student,In employment,Self-employed without employees,Part,4702
E07000135,8,47210,active and a full-time student,In employment,Self-employed without employees,Full,4703
E07000135,310,47210,active and a full-time student,Unemployed,NA,NA,4704
E07000135,19769,47210,inactive,NA,NA,NA,4705
E07000135,11743,47210,inactive,Retired,NA,NA,4706
E07000135,3313,47210,inactive,Student,NA,NA,4707
E07000135,1978,47210,inactive,Looking after home or family,NA,NA,4708
E07000135,1505,47210,inactive,Long-term sick or disabled,NA,NA,4709
E07000135,1230,47210,inactive,Other,NA,NA,4710
E07000136,34354,57584,active (excluding full-time students),NA,NA,NA,4711
E07000136,32943,57584,active (excluding full-time students),In employment,NA,NA,4712
E07000136,28635,57584,active (excluding full-time students),In employment,Employee,NA,4713
E07000136,7304,57584,active (excluding full-time students),In employment,Employee,Part,4714
E07000136,21331,57584,active (excluding full-time students),In employment,Employee,Full,4715
E07000136,826,57584,active (excluding full-time students),In employment,Self-employed with employees,NA,4716
E07000136,185,57584,active (excluding full-time students),In employment,Self-employed with employees,Part,4717
E07000136,641,57584,active (excluding full-time students),In employment,Self-employed with employees,Full,4718
E07000136,3482,57584,active (excluding full-time students),In employment,Self-employed without employees,NA,4719
E07000136,1404,57584,active (excluding full-time students),In employment,Self-employed without employees,Part,4720
E07000136,2078,57584,active (excluding full-time students),In employment,Self-employed without employees,Full,4721
E07000136,1411,57584,active (excluding full-time students),Unemployed,NA,NA,4722
E07000136,906,57584,active and a full-time student,NA,NA,NA,4723
E07000136,688,57584,active and a full-time student,In employment,NA,NA,4724
E07000136,658,57584,active and a full-time student,In employment,Employee,NA,4725
E07000136,471,57584,active and a full-time student,In employment,Employee,Part,4726
E07000136,187,57584,active and a full-time student,In employment,Employee,Full,4727
E07000136,5,57584,active and a full-time student,In employment,Self-employed with employees,NA,4728
E07000136,1,57584,active and a full-time student,In employment,Self-employed with employees,Part,4729
E07000136,4,57584,active and a full-time student,In employment,Self-employed with employees,Full,4730
E07000136,25,57584,active and a full-time student,In employment,Self-employed without employees,NA,4731
E07000136,16,57584,active and a full-time student,In employment,Self-employed without employees,Part,4732
E07000136,9,57584,active and a full-time student,In employment,Self-employed without employees,Full,4733
E07000136,218,57584,active and a full-time student,Unemployed,NA,NA,4734
E07000136,22324,57584,inactive,NA,NA,NA,4735
E07000136,13670,57584,inactive,Retired,NA,NA,4736
E07000136,1942,57584,inactive,Student,NA,NA,4737
E07000136,2401,57584,inactive,Looking after home or family,NA,NA,4738
E07000136,2533,57584,inactive,Long-term sick or disabled,NA,NA,4739
E07000136,1778,57584,inactive,Other,NA,NA,4740
E07000137,57820,121420,active (excluding full-time students),NA,NA,NA,4741
E07000137,54579,121420,active (excluding full-time students),In employment,NA,NA,4742
E07000137,43408,121420,active (excluding full-time students),In employment,Employee,NA,4743
E07000137,13875,121420,active (excluding full-time students),In employment,Employee,Part,4744
E07000137,29533,121420,active (excluding full-time students),In employment,Employee,Full,4745
E07000137,2115,121420,active (excluding full-time students),In employment,Self-employed with employees,NA,4746
E07000137,474,121420,active (excluding full-time students),In employment,Self-employed with employees,Part,4747
E07000137,1641,121420,active (excluding full-time students),In employment,Self-employed with employees,Full,4748
E07000137,9056,121420,active (excluding full-time students),In employment,Self-employed without employees,NA,4749
E07000137,4149,121420,active (excluding full-time students),In employment,Self-employed without employees,Part,4750
E07000137,4907,121420,active (excluding full-time students),In employment,Self-employed without employees,Full,4751
E07000137,3241,121420,active (excluding full-time students),Unemployed,NA,NA,4752
E07000137,1268,121420,active and a full-time student,NA,NA,NA,4753
E07000137,1000,121420,active and a full-time student,In employment,NA,NA,4754
E07000137,938,121420,active and a full-time student,In employment,Employee,NA,4755
E07000137,779,121420,active and a full-time student,In employment,Employee,Part,4756
E07000137,159,121420,active and a full-time student,In employment,Employee,Full,4757
E07000137,7,121420,active and a full-time student,In employment,Self-employed with employees,NA,4758
E07000137,4,121420,active and a full-time student,In employment,Self-employed with employees,Part,4759
E07000137,3,121420,active and a full-time student,In employment,Self-employed with employees,Full,4760
E07000137,55,121420,active and a full-time student,In employment,Self-employed without employees,NA,4761
E07000137,34,121420,active and a full-time student,In employment,Self-employed without employees,Part,4762
E07000137,21,121420,active and a full-time student,In employment,Self-employed without employees,Full,4763
E07000137,268,121420,active and a full-time student,Unemployed,NA,NA,4764
E07000137,62332,121420,inactive,NA,NA,NA,4765
E07000137,42477,121420,inactive,Retired,NA,NA,4766
E07000137,3430,121420,inactive,Student,NA,NA,4767
E07000137,5948,121420,inactive,Looking after home or family,NA,NA,4768
E07000137,7006,121420,inactive,Long-term sick or disabled,NA,NA,4769
E07000137,3471,121420,inactive,Other,NA,NA,4770
E07000138,45851,87064,active (excluding full-time students),NA,NA,NA,4771
E07000138,43552,87064,active (excluding full-time students),In employment,NA,NA,4772
E07000138,37986,87064,active (excluding full-time students),In employment,Employee,NA,4773
E07000138,10106,87064,active (excluding full-time students),In employment,Employee,Part,4774
E07000138,27880,87064,active (excluding full-time students),In employment,Employee,Full,4775
E07000138,824,87064,active (excluding full-time students),In employment,Self-employed with employees,NA,4776
E07000138,196,87064,active (excluding full-time students),In employment,Self-employed with employees,Part,4777
E07000138,628,87064,active (excluding full-time students),In employment,Self-employed with employees,Full,4778
E07000138,4742,87064,active (excluding full-time students),In employment,Self-employed without employees,NA,4779
E07000138,1889,87064,active (excluding full-time students),In employment,Self-employed without employees,Part,4780
E07000138,2853,87064,active (excluding full-time students),In employment,Self-employed without employees,Full,4781
E07000138,2299,87064,active (excluding full-time students),Unemployed,NA,NA,4782
E07000138,4739,87064,active and a full-time student,NA,NA,NA,4783
E07000138,3163,87064,active and a full-time student,In employment,NA,NA,4784
E07000138,2976,87064,active and a full-time student,In employment,Employee,NA,4785
E07000138,2653,87064,active and a full-time student,In employment,Employee,Part,4786
E07000138,323,87064,active and a full-time student,In employment,Employee,Full,4787
E07000138,18,87064,active and a full-time student,In employment,Self-employed with employees,NA,4788
E07000138,14,87064,active and a full-time student,In employment,Self-employed with employees,Part,4789
E07000138,4,87064,active and a full-time student,In employment,Self-employed with employees,Full,4790
E07000138,169,87064,active and a full-time student,In employment,Self-employed without employees,NA,4791
E07000138,147,87064,active and a full-time student,In employment,Self-employed without employees,Part,4792
E07000138,22,87064,active and a full-time student,In employment,Self-employed without employees,Full,4793
E07000138,1576,87064,active and a full-time student,Unemployed,NA,NA,4794
E07000138,36474,87064,inactive,NA,NA,NA,4795
E07000138,14563,87064,inactive,Retired,NA,NA,4796
E07000138,11422,87064,inactive,Student,NA,NA,4797
E07000138,3620,87064,inactive,Looking after home or family,NA,NA,4798
E07000138,4136,87064,inactive,Long-term sick or disabled,NA,NA,4799
E07000138,2733,87064,inactive,Other,NA,NA,4800
E07000139,57413,98017,active (excluding full-time students),NA,NA,NA,4801
E07000139,55685,98017,active (excluding full-time students),In employment,NA,NA,4802
E07000139,47351,98017,active (excluding full-time students),In employment,Employee,NA,4803
E07000139,11590,98017,active (excluding full-time students),In employment,Employee,Part,4804
